,VFID,strain,VF_Name,cate,pro_Name
VFG004917(gb|WP_000767929),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set21
VFG004920(gb|WP_000781345),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set20
VFG004922(gb|WP_000705630),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set19
VFG004925(gb|WP_000784029),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set18
VFG004928(gb|WP_000782839),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set17
VFG004931(gb|WP_000669009),VF0990,Staphylococcus aureus subsp. aureus MW2,SSLs,Exotoxin,set16
VFG004991(gb|WP_000746597),VF0020,Staphylococcus aureus subsp. aureus MW2,SE,Exotoxin,sell
VFG005009(gb|WP_001043551),VF0020,Staphylococcus aureus subsp. aureus MW2,SE,Exotoxin,sec
VFG044266(gb|WP_001246698),VF0015,Staphylococcus aureus subsp. aureus str. Newman,Isd,Nutritional/Metabolic factor,isdD
VFG044268(gb|WP_000594530),VF0015,Staphylococcus aureus subsp. aureus str. Newman,Isd,Nutritional/Metabolic factor,isdF
VFG044269(gb|WP_001242429),VF0015,Staphylococcus aureus subsp. aureus str. Newman,Isd,Nutritional/Metabolic factor,srtB
VFG044442(gb|WP_000480603),VF0015,Staphylococcus aureus subsp. aureus str. Newman,Isd,Nutritional/Metabolic factor,isdI
VFG044443(gb|WP_001032773),VF0015,Staphylococcus aureus subsp. aureus str. Newman,Isd,Nutritional/Metabolic factor,harA
VFG049701(gb|WP_000655877),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaE
VFG049714(gb|WP_000175723),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esxD
VFG049727(gb|WP_000159026),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaD
VFG049739(gb|WP_000142122),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaG
VFG049753(gb|WP_000141966),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaG
VFG049767(gb|WP_000141964),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaG
VFG049780(gb|WP_000142152),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaG
VFG049793(gb|WP_000863384),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaG
VFG049805(gb|WP_000142133),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaG
VFG049814(gb|WP_000142136),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaG
VFG049820(gb|WP_000142064),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaG
VFG049826(gb|WP_000142058),VF0403,Staphylococcus aureus subsp. aureus MW2,Type VII secretion system,Effector delivery system,esaG
VFG049876(gb|WP_000702263),VF0425,Staphylococcus aureus subsp. aureus MW2,SCIN,Immune modulation,scn
VFG000952(gb|WP_047373492),VF0248,Streptococcus pyogenes M1 GAS,Spes,Exotoxin,speI
VFG000959(gb|WP_010922232),VF0243,Streptococcus pyogenes M1 GAS,FBPs,Adherence,fbp54
VFG000960(gb|WP_010922409),VF0254,Streptococcus pyogenes M1 GAS,GRAB,Others,grab
VFG000961(gb|WP_010922160),VF0284,Streptococcus pyogenes M1 GAS,IdeS,Immune modulation,ideS/mac
VFG000962(gb|WP_029714250),VF0244,Streptococcus pyogenes M1 GAS,Hyaluronic acid capsule,Immune modulation,hasA
VFG000963(gb|WP_009880737),VF0244,Streptococcus pyogenes M1 GAS,Hyaluronic acid capsule,Immune modulation,hasB
VFG000964(gb|WP_010922799),VF0244,Streptococcus pyogenes M1 GAS,Hyaluronic acid capsule,Immune modulation,hasC
VFG000968(gb|WP_010922714),VF0242,Streptococcus pyogenes M1 GAS,M protein,Immune modulation,emm
VFG000969(gb|WP_010922721),VF0252,Streptococcus pyogenes M1 GAS,Mitogenic factor,Exoenzyme,mf/spd
VFG000970(gb|WP_002985324),VF0252,Streptococcus pyogenes M1 GAS,Mitogenic factor,Exoenzyme,mf2
VFG000971(gb|WP_011285611),VF0252,Streptococcus pyogenes M1 GAS,Mitogenic factor,Exoenzyme,mf3
VFG000972(gb|WP_010922713),VF0255,Streptococcus pyogenes M1 GAS,SIC,Immune modulation,sic
VFG000973(gb|WP_010922720),VF0249,Streptococcus pyogenes M1 GAS,SpeB,Exoenzyme,speB
VFG000974(gb|WP_010922711),VF0245,Streptococcus pyogenes M1 GAS,C5a peptidase,Adherence,scpA/scpB
VFG000975(gb|WP_010922690),VF0247,Streptococcus pyogenes M1 GAS,Streptokinase,Exoenzyme,ska
VFG000976(gb|WP_010921831),VF0250,Streptococcus pyogenes M1 GAS,SLO,Exotoxin,slo
VFG000977(gb|WP_002985285),VF0251,Streptococcus pyogenes M1 GAS,SLS,Exotoxin,sagA
VFG000978(gb|WP_002988478),VF0248,Streptococcus pyogenes M1 GAS,Spes,Exotoxin,speC
VFG000979(gb|WP_010921857),VF0248,Streptococcus pyogenes M1 GAS,Spes,Exotoxin,speG
VFG000980(gb|WP_010921949),VF0248,Streptococcus pyogenes M1 GAS,Spes,Exotoxin,speJ
VFG000981(gb|WP_010922705),VF0248,Streptococcus pyogenes M1 GAS,Spes,Exotoxin,smeZ
VFG000982(gb|WP_010922229),VF0248,Streptococcus pyogenes M1 GAS,Spes,Exotoxin,speH
VFG001353(gb|WP_001100143),VF0145,Streptococcus pneumoniae TIGR4,CBPs,Adherence,cbpG
VFG001354(gb|WP_000728269),VF0145,Streptococcus pneumoniae TIGR4,CBPs,Adherence,pce/cbpE
VFG001355(gb|WP_000698569),VF0143,Streptococcus pneumoniae TIGR4,Autolysin,Exoenzyme,cbpD
VFG001357(gb|WP_000458188),VF0150,Streptococcus pneumoniae TIGR4,CbpA/PspC,Adherence,cbpA/pspC
VFG001358(gb|WP_000405234),VF0143,Streptococcus pneumoniae TIGR4,Autolysin,Exoenzyme,lytA
VFG001359(gb|WP_000733059),VF0151,Streptococcus pneumoniae TIGR4,PsaA,Nutritional/Metabolic factor,psaA
VFG001360(gb|WP_001042179),VF0148,Streptococcus pneumoniae TIGR4,Neuraminidase,Exoenzyme,nanB
VFG001361(gb|WP_001035362),VF0152,Streptococcus pneumoniae TIGR4,PspA,Immune modulation,pspA
VFG001362(gb|WP_000088129),VF0147,Streptococcus pneumoniae TIGR4,IgA1 protease,Immune modulation,zmpC
VFG001363(gb|WP_001284361),VF0149,Streptococcus pneumoniae TIGR4,Pneumolysin,Exotoxin,ply
VFG001364(gb|WP_001193686),VF0146,Streptococcus pneumoniae TIGR4,Hyaluronidase,Exoenzyme,hysA
VFG001365(gb|WP_000091082),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4A
VFG001366(gb|WP_000565352),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4B
VFG001367(gb|WP_000664160),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cpsC
VFG001368(gb|WP_001142502),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4D
VFG001369(gb|WP_010963212),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4E
VFG001370(gb|WP_000697328),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4F
VFG001371(gb|WP_001264338),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4G
VFG001372(gb|WP_000598627),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4H
VFG001373(gb|WP_000758382),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4I
VFG001374(gb|WP_000077424),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4J
VFG001375(gb|WP_000594468),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4K
VFG001376(gb|WP_000695335),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,cps4L
VFG001795(gb|BAC98831),VF0277,Streptococcus agalactiae FM027022,<beta>-C protein,Immune modulation,cba
VFG001796(gb|WP_000482192),VF0282,Streptococcus agalactiae NEM316,FbsA,Adherence,fbsA
VFG001797(gb|WP_001227855),VF0278,Streptococcus agalactiae NEM316,C5a peptidase,Adherence,scpA/scpB
VFG005197(gb|WP_000006706),VF0283,Streptococcus pneumoniae R6,PavA,Adherence,pavA
VFG005202(gb|WP_010922710),VF0243,Streptococcus pyogenes M1 GAS,FBPs,Adherence,fbaA
VFG005215(gb|WP_000743858),VF0523,Streptococcus agalactiae NEM316,FbsB,Adherence,fbsB
VFG005230(gb|WP_000715197),VF0275,Streptococcus agalactiae NEM316,Lmb,Adherence,lmb
VFG005277(gb|WP_000777402),VF0527,Streptococcus agalactiae NEM316,PI-1,Adherence,GBS_RS03565
VFG005280(gb|WP_000815035),VF0527,Streptococcus agalactiae NEM316,PI-1,Adherence,GBS_RS03570
VFG005283(gb|WP_000529916),VF0527,Streptococcus agalactiae NEM316,PI-1,Adherence,srtC1
VFG005286(gb|WP_000746885),VF0527,Streptococcus agalactiae NEM316,PI-1,Adherence,srtC2
VFG005289(gb|WP_001868236),VF0527,Streptococcus agalactiae NEM316,PI-1,Adherence,GBS_RS03585
VFG005291(gb|WP_000723812),VF0528,Streptococcus agalactiae NEM316,PI-2a,Adherence,pilC
VFG005293(gb|WP_000508992),VF0528,Streptococcus agalactiae NEM316,PI-2a,Adherence,srtC4
VFG005295(gb|WP_000850672),VF0528,Streptococcus agalactiae NEM316,PI-2a,Adherence,srtC3
VFG005297(gb|WP_000723540),VF0528,Streptococcus agalactiae NEM316,PI-2a,Adherence,pilB
VFG005299(gb|WP_001233990),VF0528,Streptococcus agalactiae NEM316,PI-2a,Adherence,pilA
VFG005301(gb|WP_000757844),VF0529,Streptococcus pneumoniae TIGR4,RlrA islet,Adherence,rrgA
VFG005303(gb|WP_000836217),VF0529,Streptococcus pneumoniae TIGR4,RlrA islet,Adherence,rrgB
VFG005305(gb|WP_010963222),VF0529,Streptococcus pneumoniae TIGR4,RlrA islet,Adherence,rrgC
VFG005307(gb|WP_000241147),VF0529,Streptococcus pneumoniae TIGR4,RlrA islet,Adherence,srtC-1/srtB
VFG005308(gb|WP_000370514),VF0529,Streptococcus pneumoniae TIGR4,RlrA islet,Adherence,srtC-2/srtC
VFG005310(gb|WP_000091735),VF0529,Streptococcus pneumoniae TIGR4,RlrA islet,Adherence,srtC-3/srtD
VFG005361(gb|WP_002352221),VF0526,Streptococcus mutans UA159,SpaP,Adherence,spaP/pac
VFG005486(gb|WP_000417180),VF0147,Streptococcus pneumoniae TIGR4,IgA1 protease,Immune modulation,iga
VFG005584(gb|WP_000403400),VF0281,Streptococcus agalactiae NEM316,Hyaluronidase,Exoenzyme,hylB
VFG005586(gb|WP_010922241),VF0246,Streptococcus pyogenes M1 GAS,Hyaluronidase,Exoenzyme,hylA
VFG005653,VF0148,Streptococcus pneumoniae TIGR4,Neuraminidase,Exoenzyme,VF0148
VFG005757(gb|WP_001101136),VF0280,Streptococcus agalactiae NEM316,CAMP factor,Exotoxin,cfa/cfb
VFG005760(gb|WP_000533775),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylX
VFG005763(gb|WP_000859501),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylD
VFG005766(gb|WP_000861302),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylG
VFG005769(gb|WP_000611493),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,acpC
VFG005772(gb|WP_000164166),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylZ
VFG005775(gb|WP_000403526),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylA
VFG005778(gb|WP_000462410),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylB
VFG005781(gb|WP_000650746),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylE
VFG005784(gb|WP_001092618),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylF
VFG005787(gb|WP_000118217),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylI
VFG005790(gb|WP_000033003),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylJ
VFG005793(gb|WP_001068957),VF0279,Streptococcus agalactiae NEM316,<beta>-haemolysin/cytolysin,Exotoxin,cylK
VFG005800(gb|WP_000489955),VF0276,Streptococcus agalactiae A909,<alpha>-C protein,Invasion,bca
VFG005834(gb|WP_000802346),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,neuA
VFG005858(gb|WP_000727597),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06540
VFG005882(gb|WP_000717643),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,neuC
VFG005894(gb|WP_000262522),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,neuB
VFG005906(gb|WP_001093064),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06555
VFG005918(gb|WP_000181212),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06560
VFG005930(gb|WP_000591736),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06565
VFG005942(gb|WP_000660895),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06570
VFG005954(gb|WP_001233888),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06575
VFG005957(gb|WP_001193768),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,wzy
VFG005966(gb|WP_000578446),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06580
VFG005969(gb|WP_000902274),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,SP_RS01735
VFG005978(gb|WP_000686634),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06585
VFG005981(gb|WP_000861791),VF0144,Streptococcus pneumoniae TIGR4,Capsule,Immune modulation,SP_RS01740
VFG005990(gb|WP_000659582),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06590
VFG006002(gb|WP_000197412),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06595
VFG006013(gb|WP_001033074),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06600
VFG006024(gb|WP_000565385),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06605
VFG006034(gb|WP_000064997),VF0274,Streptococcus agalactiae NEM316,Capsule,Immune modulation,GBS_RS06610
VFG042967(gb|WP_011285358),VF0531,Streptococcus pyogenes MGAS5005,GAS pili,Adherence,lepA
VFG042968(gb|WP_010921811),VF0531,Streptococcus pyogenes MGAS5005,GAS pili,Adherence,fctA
VFG042969(gb|WP_010921812),VF0531,Streptococcus pyogenes MGAS5005,GAS pili,Adherence,srtC1
VFG042970(gb|WP_010921813),VF0531,Streptococcus pyogenes MGAS5005,GAS pili,Adherence,fctB
VFG042971,VF0530,Streptococcus pneumoniae Taiwan19F-14,PI-2,Adherence,VF0530
VFG042972(gb|WP_000924780),VF0530,Streptococcus pneumoniae Taiwan19F-14,PI-2,Adherence,sipA
VFG042973(gb|WP_000750610),VF0530,Streptococcus pneumoniae Taiwan19F-14,PI-2,Adherence,pitB
VFG042974(gb|WP_000851047),VF0530,Streptococcus pneumoniae Taiwan19F-14,PI-2,Adherence,srtG1
VFG042975,VF0530,Streptococcus pneumoniae Taiwan19F-14,PI-2,Adherence,VF0530
VFG043465(gb|WP_010976622),VF0525,Streptococcus pneumoniae R6,PfbA,Adherence,pfbA
VFG043504(gb|WP_000671444),VF0524,Streptococcus pneumoniae R6,PavB,Adherence,pavB/pfbB
VFG000088(gb|WP_000591844),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpI
VFG000089(gb|WP_000542596),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpP
VFG000090(gb|WP_000549073),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpH
VFG000091(gb|WP_001176374),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpA
VFG000092(gb|WP_001234004),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpB
VFG000093(gb|WP_000742753),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpQ
VFG000094(gb|WP_000750979),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpC
VFG000095(gb|WP_000200904),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpR
VFG000096(gb|WP_001880631),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpD
VFG000097(gb|WP_001022338),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpS
VFG000098(gb|WP_000020697),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpT
VFG000099(gb|WP_000691946),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpE
VFG000100(gb|WP_001269573),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpF
VFG000101(gb|WP_000579582),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpN/toxT
VFG000102(gb|WP_000456980),VF0126,Vibrio cholerae O1 biovar El Tor str. N16961,TCP,Adherence,tcpJ
VFG000103(gb|WP_001173022),VF0127,Vibrio cholerae O1 biovar El Tor str. N16961,ACF,Others,acfA
VFG000104(gb|WP_000672505),VF0127,Vibrio cholerae O1 biovar El Tor str. N16961,ACF,Others,acfB
VFG000105(gb|WP_001880633),VF0127,Vibrio cholerae O1 biovar El Tor str. N16961,ACF,Others,acfC
VFG000106(gb|WP_000702220),VF0127,Vibrio cholerae O1 biovar El Tor str. N16961,ACF,Others,acfD
VFG000107(gb|WP_001881225),VF0128,Vibrio cholerae O1 biovar El Tor str. N16961,CT,Exotoxin,ctxA
VFG000108(gb|WP_000593522),VF0128,Vibrio cholerae O1 biovar El Tor str. N16961,CT,Exotoxin,ctxB
VFG000109(gb|WP_000021616),VF0129,Vibrio cholerae O1 biovar El Tor str. N16961,Zot,Exotoxin,zot
VFG000110(gb|WP_000979342),VF0130,Vibrio cholerae O1 biovar El Tor str. N16961,Ace,Exotoxin,ace
VFG000983(gb|WP_000517827),VF0265,Vibrio cholerae O1 biovar El Tor str. N16961,MARTX,Exotoxin,rtxA
VFG001117(gb|WP_001211290),VF0621,Vibrio cholerae O1 biovar El Tor str. N16961,NanH/VCNA,Exoenzyme,nanH
VFG002078(gb|WP_000189792),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vasA
VFG002079(gb|WP_000510181),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vasB
VFG002080(gb|WP_001089704),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vasC
VFG002081(gb|WP_001045311),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vasD
VFG002082(gb|WP_000458007),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vasE
VFG002083(gb|WP_000083409),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vasF
VFG002084(gb|WP_000619136),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,clpB/vasG
VFG002085(gb|WP_000084793),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vasH
VFG002086(gb|WP_001223388),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vasI
VFG002087(gb|WP_000426093),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vasJ
VFG002088(gb|WP_000225015),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,icmF/vasK
VFG002089(gb|WP_000073077),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vasL
VFG002090(gb|AAF96036),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,VCA0122
VFG002091(gb|WP_000113295),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vgrG-3
VFG002092(gb|WP_000031391),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vipA/mglA
VFG002093(gb|WP_000108140),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,vipB/mglB
VFG002094(gb|WP_000221000),VF0335,Vibrio cholerae O1 biovar El Tor str. N16961,VAS T6SS,Effector delivery system,VCA0109
VFG006896(gb|WP_000649326),VF0609,Vibrio cholerae O1 biovar El Tor str. N16961,ChiRP,Adherence,pilA
VFG006902(gb|WP_000957200),VF0609,Vibrio cholerae O1 biovar El Tor str. N16961,ChiRP,Adherence,pilB
VFG006908(gb|WP_000648511),VF0609,Vibrio cholerae O1 biovar El Tor str. N16961,ChiRP,Adherence,pilC
VFG006914(gb|WP_000418747),VF0609,Vibrio cholerae O1 biovar El Tor str. N16961,ChiRP,Adherence,pilD/vcpD
VFG006920(gb|WP_164923315),VF0515,Vibrio cholerae O1 biovar El Tor str. N16961,MSHA pili,Adherence,mshH
VFG006926(gb|WP_000743253),VF0515,Vibrio cholerae O1 biovar El Tor str. N16961,MSHA pili,Adherence,mshI
VFG006932(gb|WP_000835144),VF0515,Vibrio cholerae O1 biovar El Tor str. N16961,MSHA pili,Adherence,mshJ
VFG006938(gb|WP_000252812),VF0515,Vibrio cholerae O1 biovar El Tor str. N16961,MSHA pili,Adherence,mshK
